customerID,gender,SeniorCitizen,Partner,Dependents,tenure,Contract,InternetService,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_Probability,Churn_Predicted,Risk_Tier,Revenue_At_Risk,Retention_Action
6693-FRIRW,Male,0,No,No,18,Month-to-month,Fiber optic,Credit card (automatic),101.3,1794.65,No,0.7574,Yes,Critical,920.7,Immediate call — offer 2-year contract discount
6586-MYGKD,Male,0,Yes,No,70,Two year,DSL,Credit card (automatic),76.95,5289.8,No,0.0497,No,Low,45.89,Standard engagement — quarterly check-in
3173-NVMPX,Female,0,Yes,Yes,9,Month-to-month,DSL,Mailed check,55.3,501.2,No,0.6283,Yes,High,416.94,Send retention offer — add TechSupport bundle
0248-PGHBZ,Female,1,No,No,67,Two year,Fiber optic,Bank transfer (automatic),92.45,6140.85,No,0.0769,No,Low,85.31,Standard engagement — quarterly check-in
0623-GDISB,Female,0,No,No,1,Month-to-month,DSL,Bank transfer (automatic),48.45,48.45,No,0.5442,Yes,High,316.4,Send retention offer — add TechSupport bundle
2892-GESUL,Female,0,Yes,Yes,18,Two year,No,Mailed check,19.35,309.25,No,0.055,No,Low,12.77,Standard engagement — quarterly check-in
6923-EFPNL,Male,0,No,No,4,Month-to-month,DSL,Credit card (automatic),51.75,201.1,Yes,0.6473,Yes,High,401.97,Send retention offer — add TechSupport bundle
7472-EQOAV,Male,1,Yes,Yes,71,One year,Fiber optic,Bank transfer (automatic),86.7,6179.35,No,0.1309,No,Low,136.19,Standard engagement — quarterly check-in
9574-RKJIF,Male,0,Yes,Yes,30,Month-to-month,Fiber optic,Electronic check,94.4,2838.7,Yes,0.6416,Yes,High,726.8,Send retention offer — add TechSupport bundle
2043-WVTQJ,Male,0,Yes,No,1,Month-to-month,DSL,Mailed check,55.7,55.7,No,0.5313,Yes,High,355.12,Send retention offer — add TechSupport bundle
8034-RYTVV,Female,0,No,No,55,One year,Fiber optic,Credit card (automatic),84.25,4589.85,No,0.2664,No,Medium,269.33,Loyalty email — highlight service value
3863-QSTYI,Male,0,No,No,59,Month-to-month,DSL,Electronic check,64.65,3735.45,No,0.2235,No,Low,173.39,Standard engagement — quarterly check-in
2619-WFQWU,Female,0,No,No,1,Month-to-month,Fiber optic,Mailed check,70.15,70.15,Yes,0.8517,Yes,Critical,716.96,Immediate call — offer 2-year contract discount
5044-LRQAQ,Female,0,Yes,No,7,Month-to-month,Fiber optic,Bank transfer (automatic),69.2,477.55,No,0.79,Yes,Critical,656.02,Immediate call — offer 2-year contract discount
1716-LSAMB,Male,0,Yes,Yes,45,Two year,DSL,Bank transfer (automatic),54.65,2553.7,No,0.023,No,Low,15.08,Standard engagement — quarterly check-in
1333-PBMXB,Female,0,Yes,Yes,54,One year,No,Bank transfer (automatic),24.75,1342.15,No,0.0426,No,Low,12.65,Standard engagement — quarterly check-in
6546-OPBBH,Male,0,Yes,Yes,51,One year,No,Mailed check,23.95,1216.35,No,0.0602,No,Low,17.3,Standard engagement — quarterly check-in
5985-BEHZK,Female,1,Yes,No,72,One year,Fiber optic,Credit card (automatic),105.0,7578.05,No,0.3649,No,Medium,459.77,Loyalty email — highlight service value
9127-QRZMH,Male,0,Yes,No,44,One year,DSL,Bank transfer (automatic),59.85,2603.95,No,0.0768,No,Low,55.16,Standard engagement — quarterly check-in
5919-VCZYM,Male,0,No,No,2,Month-to-month,No,Mailed check,20.05,42.7,No,0.4008,No,Medium,96.43,Loyalty email — highlight service value
9644-KVCNC,Female,0,No,No,66,One year,Fiber optic,Bank transfer (automatic),92.15,6056.9,No,0.3688,No,Medium,407.82,Loyalty email — highlight service value
2137-DQMEV,Male,0,Yes,Yes,68,One year,DSL,Mailed check,44.8,2983.65,No,0.064,No,Low,34.41,Standard engagement — quarterly check-in
8174-LNWMW,Female,0,No,No,31,Two year,No,Credit card (automatic),20.9,689.35,No,0.0366,No,Low,9.18,Standard engagement — quarterly check-in
9279-CJEOJ,Female,1,No,No,21,Month-to-month,Fiber optic,Bank transfer (automatic),95.4,2025.1,No,0.8732,Yes,Critical,999.64,Immediate call — offer 2-year contract discount
7964-VEXDG,Male,0,No,Yes,21,Month-to-month,Fiber optic,Electronic check,80.35,1747.2,No,0.5787,Yes,High,557.98,Send retention offer — add TechSupport bundle
2404-JIBFC,Female,0,Yes,Yes,55,Two year,DSL,Bank transfer (automatic),85.1,4657.95,No,0.0613,No,Low,62.6,Standard engagement — quarterly check-in
0778-NELLA,Male,0,No,No,9,Month-to-month,DSL,Credit card (automatic),34.7,296.1,Yes,0.7763,Yes,Critical,323.25,Immediate call — offer 2-year contract discount
8029-XYPWT,Male,1,Yes,No,71,Two year,Fiber optic,Bank transfer (automatic),115.05,8016.6,No,0.1529,No,Low,211.09,Standard engagement — quarterly check-in
4614-NUVZD,Female,0,No,No,1,Month-to-month,Fiber optic,Electronic check,81.1,81.1,Yes,0.8764,Yes,Critical,852.91,Immediate call — offer 2-year contract discount
4632-PAOYU,Male,0,Yes,Yes,22,One year,No,Mailed check,19.95,433.5,No,0.1001,No,Low,23.96,Standard engagement — quarterly check-in
3803-KMQFW,Female,0,Yes,Yes,1,Month-to-month,No,Mailed check,20.55,20.55,Yes,0.3572,No,Medium,88.09,Loyalty email — highlight service value
6804-GDMOI,Female,0,No,No,61,Two year,Fiber optic,Electronic check,106.6,6428.4,Yes,0.2736,No,Medium,349.99,Loyalty email — highlight service value
2990-OGYTD,Female,0,Yes,No,67,Two year,DSL,Bank transfer (automatic),86.15,5883.85,No,0.0548,No,Low,56.65,Standard engagement — quarterly check-in
6646-JPPHA,Female,1,No,No,14,Month-to-month,Fiber optic,Electronic check,78.85,1043.8,No,0.6037,Yes,High,571.22,Send retention offer — add TechSupport bundle
9572-MTILT,Male,0,Yes,No,59,Month-to-month,Fiber optic,Electronic check,106.75,6252.9,Yes,0.4465,No,Medium,571.97,Loyalty email — highlight service value
7658-UYUQS,Male,1,Yes,No,21,Month-to-month,Fiber optic,Bank transfer (automatic),86.55,1857.25,No,0.7403,Yes,Critical,768.88,Immediate call — offer 2-year contract discount
7880-XSOJX,Male,0,No,No,4,Month-to-month,DSL,Mailed check,42.4,146.4,No,0.511,Yes,High,260.0,Send retention offer — add TechSupport bundle
9611-CTWIH,Female,0,No,No,3,Month-to-month,Fiber optic,Electronic check,89.45,240.45,Yes,0.8921,Yes,Critical,957.58,Immediate call — offer 2-year contract discount
4589-IUAJB,Male,0,Yes,No,70,Two year,No,Bank transfer (automatic),24.25,1724.15,No,0.0098,No,Low,2.85,Standard engagement — quarterly check-in
0329-GTIAJ,Female,0,No,No,3,Month-to-month,Fiber optic,Electronic check,97.9,315.3,Yes,0.8224,Yes,Critical,966.16,Immediate call — offer 2-year contract discount
8746-BFOAJ,Male,1,No,No,21,One year,No,Bank transfer (automatic),20.5,429.55,No,0.1187,No,Low,29.2,Standard engagement — quarterly check-in
8457-XIGKN,Male,0,No,No,20,Month-to-month,No,Credit card (automatic),19.6,356.15,No,0.2773,No,Medium,65.22,Loyalty email — highlight service value
6072-NUQCB,Male,0,Yes,Yes,22,One year,No,Bank transfer (automatic),20.25,488.25,No,0.0814,No,Low,19.78,Standard engagement — quarterly check-in
6629-CZTTH,Male,0,No,No,1,Month-to-month,DSL,Mailed check,55.7,55.7,Yes,0.7726,Yes,Critical,516.41,Immediate call — offer 2-year contract discount
8838-GPHZP,Female,0,No,No,63,Two year,No,Mailed check,20.6,1298.7,No,0.0168,No,Low,4.15,Standard engagement — quarterly check-in
8750-QWZAJ,Female,0,Yes,Yes,70,Two year,No,Bank transfer (automatic),19.8,1378.75,No,0.0055,No,Low,1.31,Standard engagement — quarterly check-in
5364-EVNIB,Male,0,No,No,13,Month-to-month,Fiber optic,Electronic check,79.8,973.45,Yes,0.7498,Yes,Critical,718.01,Immediate call — offer 2-year contract discount
6918-UMQCG,Female,0,No,No,5,Month-to-month,Fiber optic,Electronic check,80.2,384.25,No,0.808,Yes,Critical,777.62,Immediate call — offer 2-year contract discount
0675-NCDYU,Female,0,Yes,Yes,72,Two year,Fiber optic,Credit card (automatic),116.4,8543.25,No,0.1205,No,Low,168.31,Standard engagement — quarterly check-in
6339-DKLMK,Female,0,No,No,13,Month-to-month,DSL,Electronic check,31.65,389.95,No,0.6815,Yes,High,258.83,Send retention offer — add TechSupport bundle
1346-PJWTK,Male,0,Yes,No,61,Month-to-month,Fiber optic,Credit card (automatic),94.15,5731.85,No,0.33,No,Medium,372.83,Loyalty email — highlight service value
5088-QZLRL,Male,0,No,No,1,Month-to-month,No,Electronic check,20.65,20.65,No,0.3946,No,Medium,97.78,Loyalty email — highlight service value
8023-QHAIO,Female,1,Yes,No,56,Month-to-month,Fiber optic,Bank transfer (automatic),76.85,4275.75,No,0.4563,No,Medium,420.8,Loyalty email — highlight service value
4397-FRLTA,Female,0,No,No,4,Month-to-month,No,Mailed check,20.15,84.5,No,0.3752,No,Medium,90.72,Loyalty email — highlight service value
3057-VJJQE,Male,0,No,No,35,Two year,DSL,Mailed check,55.25,1924.1,No,0.0909,No,Low,60.27,Standard engagement — quarterly check-in
5087-SUURX,Female,0,Yes,No,18,Month-to-month,DSL,Electronic check,39.05,669.85,Yes,0.7174,Yes,Critical,336.17,Immediate call — offer 2-year contract discount
2302-OUZXB,Male,0,Yes,No,72,Two year,DSL,Bank transfer (automatic),82.15,5784.3,No,0.066,No,Low,65.06,Standard engagement — quarterly check-in
8133-ANHHJ,Female,1,No,No,49,One year,Fiber optic,Bank transfer (automatic),103.0,5166.2,No,0.2255,No,Low,278.72,Standard engagement — quarterly check-in
2270-CHBFN,Female,0,Yes,No,44,Month-to-month,Fiber optic,Credit card (automatic),95.1,4060.55,No,0.4115,No,Medium,469.6,Loyalty email — highlight service value
0013-EXCHZ,Female,1,Yes,No,3,Month-to-month,Fiber optic,Mailed check,83.9,267.4,Yes,0.8503,Yes,Critical,856.08,Immediate call — offer 2-year contract discount
5982-FPVQN,Female,0,Yes,Yes,37,Month-to-month,Fiber optic,Electronic check,95.15,3532.85,No,0.6896,Yes,High,787.39,Send retention offer — add TechSupport bundle
9107-UKCKY,Male,0,Yes,No,61,One year,DSL,Electronic check,79.8,4914.8,No,0.2517,No,Medium,241.03,Loyalty email — highlight service value
4654-ULTTN,Male,0,Yes,No,70,Two year,DSL,Credit card (automatic),74.8,5315.8,No,0.0398,No,Low,35.72,Standard engagement — quarterly check-in
5550-VFRLC,Female,1,No,No,1,Month-to-month,Fiber optic,Electronic check,69.85,69.85,Yes,0.8616,Yes,Critical,722.19,Immediate call — offer 2-year contract discount
5546-BYZSM,Female,0,No,No,41,Month-to-month,No,Electronic check,20.45,775.6,No,0.108,No,Low,26.5,Standard engagement — quarterly check-in
1492-KGETH,Male,0,Yes,Yes,70,One year,DSL,Bank transfer (automatic),78.35,5445.95,No,0.0358,No,Low,33.66,Standard engagement — quarterly check-in
4929-BSTRX,Female,0,No,No,1,Month-to-month,DSL,Mailed check,53.55,53.55,Yes,0.7556,Yes,Critical,485.55,Immediate call — offer 2-year contract discount
4163-HFTUK,Male,0,No,No,51,One year,No,Electronic check,19.1,1007.8,No,0.0363,No,Low,8.32,Standard engagement — quarterly check-in
8215-NGSPE,Female,0,Yes,Yes,42,Two year,No,Mailed check,20.0,833.55,No,0.0218,No,Low,5.23,Standard engagement — quarterly check-in
2225-ZRGSG,Female,0,Yes,Yes,70,Two year,Fiber optic,Bank transfer (automatic),93.9,6579.05,Yes,0.0358,No,Low,40.34,Standard engagement — quarterly check-in
8859-YSTWS,Male,0,No,No,48,One year,No,Bank transfer (automatic),19.95,1004.5,No,0.036,No,Low,8.62,Standard engagement — quarterly check-in
5271-YNWVR,Male,0,Yes,Yes,68,Two year,Fiber optic,Electronic check,113.15,7856.0,Yes,0.1294,No,Low,175.7,Standard engagement — quarterly check-in
7601-DHFWZ,Female,0,No,No,48,Two year,No,Credit card (automatic),24.0,1183.05,No,0.0235,No,Low,6.77,Standard engagement — quarterly check-in
2657-ALMWY,Female,1,Yes,No,26,Month-to-month,Fiber optic,Electronic check,84.95,2169.75,Yes,0.7057,Yes,Critical,719.39,Immediate call — offer 2-year contract discount
6330-JKLPC,Male,0,Yes,No,11,Month-to-month,Fiber optic,Bank transfer (automatic),80.5,896.9,Yes,0.7984,Yes,Critical,771.25,Immediate call — offer 2-year contract discount
4667-OHGKG,Male,0,No,No,1,Month-to-month,No,Mailed check,19.3,19.3,Yes,0.4962,No,Medium,114.92,Loyalty email — highlight service value
1998-VHJHK,Female,0,No,No,27,One year,No,Mailed check,19.15,501.35,No,0.0957,No,Low,21.99,Standard engagement — quarterly check-in
1707-HABPF,Female,1,No,No,46,One year,Fiber optic,Bank transfer (automatic),91.3,4126.35,No,0.4298,No,Medium,470.89,Loyalty email — highlight service value
1660-HSOOQ,Male,0,No,No,1,Month-to-month,DSL,Mailed check,49.65,49.65,Yes,0.7062,Yes,Critical,420.75,Immediate call — offer 2-year contract discount
7253-UVNDW,Female,0,No,No,46,Two year,DSL,Credit card (automatic),54.35,2460.15,Yes,0.0407,No,Low,26.54,Standard engagement — quarterly check-in
0487-VVUVK,Male,0,Yes,Yes,25,Month-to-month,No,Mailed check,19.15,477.6,No,0.2285,No,Low,52.51,Standard engagement — quarterly check-in
7228-OMTPN,Male,0,No,No,4,Month-to-month,Fiber optic,Electronic check,88.45,370.65,Yes,0.8906,Yes,Critical,945.28,Immediate call — offer 2-year contract discount
5063-IUOKK,Male,0,No,No,13,Two year,No,Mailed check,19.75,265.75,No,0.0846,No,Low,20.05,Standard engagement — quarterly check-in
4508-OEBEY,Male,0,Yes,No,31,One year,DSL,Credit card (automatic),75.5,2424.45,No,0.1641,No,Low,148.67,Standard engagement — quarterly check-in
0027-KWYKW,Female,0,Yes,Yes,23,Month-to-month,Fiber optic,Electronic check,83.75,1849.95,No,0.7832,Yes,Critical,787.12,Immediate call — offer 2-year contract discount
2308-STERM,Female,0,No,No,2,Month-to-month,No,Mailed check,19.4,61.05,No,0.391,No,Medium,91.02,Loyalty email — highlight service value
5982-XMDEX,Female,0,No,No,65,Two year,No,Bank transfer (automatic),26.5,1698.55,No,0.012,No,Low,3.82,Standard engagement — quarterly check-in
6284-AHOOQ,Male,1,No,No,22,Month-to-month,Fiber optic,Bank transfer (automatic),90.5,1910.6,Yes,0.7756,Yes,Critical,842.3,Immediate call — offer 2-year contract discount
6051-PTVNS,Female,0,Yes,Yes,55,One year,No,Credit card (automatic),19.15,998.1,No,0.0223,No,Low,5.12,Standard engagement — quarterly check-in
2344-JMOGN,Male,0,Yes,No,9,Month-to-month,Fiber optic,Mailed check,94.85,890.6,Yes,0.7767,Yes,Critical,884.04,Immediate call — offer 2-year contract discount
3799-ISUZQ,Male,0,Yes,Yes,7,Month-to-month,Fiber optic,Bank transfer (automatic),69.95,529.5,Yes,0.7569,Yes,Critical,635.34,Immediate call — offer 2-year contract discount
2877-VDUER,Female,0,Yes,Yes,35,One year,DSL,Mailed check,40.9,1383.6,No,0.2183,No,Low,107.14,Standard engagement — quarterly check-in
9152-AMKAK,Male,0,No,No,6,Two year,DSL,Mailed check,80.25,493.4,No,0.2521,No,Medium,242.77,Loyalty email — highlight service value
1794-HBQTJ,Female,0,No,No,1,Month-to-month,DSL,Credit card (automatic),48.6,48.6,Yes,0.5652,Yes,High,329.62,Send retention offer — add TechSupport bundle
9432-VOFYX,Male,0,No,No,17,Month-to-month,Fiber optic,Electronic check,70.8,1207.0,No,0.7699,Yes,Critical,654.11,Immediate call — offer 2-year contract discount
8049-WJCLQ,Male,0,Yes,Yes,10,Month-to-month,DSL,Mailed check,60.2,563.5,No,0.5654,Yes,High,408.44,Send retention offer — add TechSupport bundle
6586-PSJOX,Male,0,No,Yes,15,One year,DSL,Credit card (automatic),55.2,864.55,No,0.1816,No,Low,120.29,Standard engagement — quarterly check-in
2460-FPSYH,Female,1,No,No,40,Month-to-month,DSL,Electronic check,55.8,2109.35,Yes,0.523,Yes,High,350.2,Send retention offer — add TechSupport bundle
9705-ZJBCG,Female,0,Yes,Yes,13,One year,DSL,Bank transfer (automatic),54.15,701.05,No,0.1253,No,Low,81.42,Standard engagement — quarterly check-in
4818-DRBQT,Male,0,Yes,No,29,Month-to-month,Fiber optic,Bank transfer (automatic),80.15,2265.25,Yes,0.6937,Yes,High,667.2,Send retention offer — add TechSupport bundle
1320-HTRDR,Female,0,No,No,3,Month-to-month,Fiber optic,Electronic check,75.5,220.6,Yes,0.8669,Yes,Critical,785.41,Immediate call — offer 2-year contract discount
6847-KJLTS,Female,1,Yes,No,58,Month-to-month,Fiber optic,Bank transfer (automatic),100.4,5749.8,No,0.6498,Yes,High,782.88,Send retention offer — add TechSupport bundle
9670-BPNXF,Female,0,No,No,45,One year,DSL,Credit card (automatic),62.55,2796.45,No,0.0821,No,Low,61.62,Standard engagement — quarterly check-in
3913-FCUUW,Female,0,Yes,Yes,72,Two year,DSL,Bank transfer (automatic),70.45,5165.7,No,0.0167,No,Low,14.12,Standard engagement — quarterly check-in
3301-VKTGC,Male,0,Yes,Yes,68,One year,Fiber optic,Bank transfer (automatic),85.5,5696.6,No,0.15,No,Low,153.9,Standard engagement — quarterly check-in
1493-AMTIE,Male,0,No,No,1,Month-to-month,No,Bank transfer (automatic),20.2,20.2,Yes,0.441,No,Medium,106.9,Loyalty email — highlight service value
9555-SAHUZ,Female,0,Yes,Yes,38,Month-to-month,DSL,Electronic check,54.5,2076.05,No,0.1605,No,Low,104.97,Standard engagement — quarterly check-in
0816-TSPHQ,Male,0,No,No,2,Month-to-month,No,Mailed check,20.75,44.2,No,0.405,No,Medium,100.84,Loyalty email — highlight service value
9932-WBWIK,Male,0,No,No,11,Month-to-month,No,Mailed check,20.35,215.25,No,0.3175,No,Medium,77.53,Loyalty email — highlight service value
4619-EVPHY,Female,1,Yes,No,20,One year,Fiber optic,Bank transfer (automatic),91.0,1859.5,No,0.726,Yes,Critical,792.79,Immediate call — offer 2-year contract discount
5286-YHCVC,Male,0,Yes,No,72,Two year,Fiber optic,Bank transfer (automatic),104.8,7470.1,No,0.2321,No,Low,291.89,Standard engagement — quarterly check-in
6424-ELEYH,Female,0,Yes,No,3,Month-to-month,Fiber optic,Credit card (automatic),74.75,229.5,Yes,0.8596,Yes,Critical,771.06,Immediate call — offer 2-year contract discount
4391-RESHN,Male,0,No,No,23,Month-to-month,Fiber optic,Mailed check,104.05,2470.1,Yes,0.8254,Yes,Critical,1030.59,Immediate call — offer 2-year contract discount
9115-YQHGA,Male,0,No,No,40,Month-to-month,DSL,Electronic check,51.1,2092.9,No,0.2957,No,Medium,181.32,Loyalty email — highlight service value
4462-CYWMH,Male,1,Yes,No,62,Month-to-month,Fiber optic,Bank transfer (automatic),89.8,5629.55,No,0.5978,Yes,High,644.19,Send retention offer — add TechSupport bundle
8963-MQVYN,Female,0,No,Yes,22,Month-to-month,No,Electronic check,20.55,469.85,No,0.2321,No,Low,57.24,Standard engagement — quarterly check-in
2458-EOMRE,Female,0,No,No,11,Month-to-month,DSL,Bank transfer (automatic),64.05,733.95,No,0.4307,No,Medium,331.04,Loyalty email — highlight service value
9334-GWGOW,Male,1,Yes,No,7,Month-to-month,Fiber optic,Electronic check,74.85,485.25,No,0.8768,Yes,Critical,787.54,Immediate call — offer 2-year contract discount
6821-BUXUX,Female,0,No,No,13,Month-to-month,Fiber optic,Electronic check,96.65,1244.5,Yes,0.7826,Yes,Critical,907.66,Immediate call — offer 2-year contract discount
5028-HTLJB,Male,1,No,No,1,Month-to-month,No,Mailed check,20.05,20.05,Yes,0.452,No,Medium,108.75,Loyalty email — highlight service value
9801-GDWGV,Female,0,No,No,39,Month-to-month,Fiber optic,Electronic check,103.45,3994.45,Yes,0.7715,Yes,Critical,957.74,Immediate call — offer 2-year contract discount
6542-LWGXJ,Male,0,Yes,No,3,Month-to-month,DSL,Mailed check,25.0,78.25,No,0.7427,Yes,Critical,222.81,Immediate call — offer 2-year contract discount
5567-GZKQY,Male,0,No,No,58,Two year,No,Credit card (automatic),20.3,1131.5,No,0.0123,No,Low,3.0,Standard engagement — quarterly check-in
1222-LRYKO,Male,0,No,Yes,6,Month-to-month,No,Mailed check,26.35,184.05,No,0.3754,No,Medium,118.7,Loyalty email — highlight service value
2320-JRSDE,Female,0,Yes,Yes,1,Month-to-month,No,Electronic check,19.9,19.9,Yes,0.4206,No,Medium,100.44,Loyalty email — highlight service value
2087-QAREY,Female,0,Yes,No,22,Month-to-month,DSL,Mailed check,54.7,1178.75,No,0.4971,No,Medium,326.3,Loyalty email — highlight service value
0601-WZHJF,Male,0,Yes,No,14,Month-to-month,DSL,Electronic check,46.35,667.7,Yes,0.7595,Yes,Critical,422.43,Immediate call — offer 2-year contract discount
4423-JWZJN,Male,0,Yes,Yes,64,One year,Fiber optic,Credit card (automatic),90.25,5629.15,No,0.2639,No,Medium,285.8,Loyalty email — highlight service value
5143-WMWOG,Male,0,No,No,1,Month-to-month,No,Electronic check,19.95,19.95,Yes,0.3905,No,Medium,93.49,Loyalty email — highlight service value
6490-FGZAT,Male,0,No,No,6,Month-to-month,No,Mailed check,20.65,109.3,No,0.365,No,Medium,90.45,Loyalty email — highlight service value
5393-RXQSZ,Male,0,No,No,1,Month-to-month,Fiber optic,Electronic check,79.6,79.6,Yes,0.83,Yes,Critical,792.82,Immediate call — offer 2-year contract discount
7452-FOLON,Male,0,No,Yes,39,One year,No,Bank transfer (automatic),25.45,958.45,No,0.0538,No,Low,16.43,Standard engagement — quarterly check-in
2320-TZRRH,Female,0,No,No,20,One year,No,Mailed check,19.5,403.15,No,0.1253,No,Low,29.32,Standard engagement — quarterly check-in
0231-LXVAP,Male,0,No,No,1,Month-to-month,Fiber optic,Electronic check,75.9,75.9,Yes,0.7904,Yes,Critical,719.9,Immediate call — offer 2-year contract discount
9444-JTXHZ,Male,0,Yes,No,1,Month-to-month,Fiber optic,Electronic check,76.2,76.2,Yes,0.7927,Yes,Critical,724.84,Immediate call — offer 2-year contract discount
4942-VZZOM,Male,0,Yes,No,64,One year,DSL,Credit card (automatic),66.15,4392.5,No,0.1341,No,Low,106.45,Standard engagement — quarterly check-in
5510-BOIUJ,Male,0,No,Yes,1,Month-to-month,No,Mailed check,19.25,19.25,Yes,0.3481,No,Medium,80.41,Loyalty email — highlight service value
7502-BNYGS,Female,0,Yes,No,46,Month-to-month,DSL,Credit card (automatic),69.1,3168.0,No,0.4212,No,Medium,349.26,Loyalty email — highlight service value
4291-HYEBC,Female,1,Yes,Yes,28,One year,DSL,Electronic check,39.1,1096.6,No,0.4072,No,Medium,191.06,Loyalty email — highlight service value
6147-CBCRA,Female,0,Yes,No,33,Month-to-month,No,Mailed check,20.05,669.45,No,0.1591,No,Low,38.28,Standard engagement — quarterly check-in
6047-SUHPR,Male,0,Yes,Yes,39,One year,DSL,Electronic check,59.8,2343.85,No,0.0812,No,Low,58.27,Standard engagement — quarterly check-in
4471-KXAUH,Female,0,Yes,No,42,Month-to-month,Fiber optic,Electronic check,84.3,3588.4,Yes,0.5803,Yes,High,587.03,Send retention offer — add TechSupport bundle
9752-ZNQUT,Female,0,No,No,1,Month-to-month,DSL,Electronic check,48.6,48.6,No,0.6514,Yes,High,379.9,Send retention offer — add TechSupport bundle
7638-QVMVY,Female,0,No,No,7,Month-to-month,Fiber optic,Electronic check,79.0,522.95,Yes,0.8467,Yes,Critical,802.67,Immediate call — offer 2-year contract discount
1576-PFZIW,Male,1,Yes,No,70,Two year,Fiber optic,Credit card (automatic),105.35,7511.9,No,0.129,No,Low,163.08,Standard engagement — quarterly check-in
5666-MBJPT,Male,0,No,No,65,Two year,No,Bank transfer (automatic),25.1,1725.0,No,0.0172,No,Low,5.18,Standard engagement — quarterly check-in
7312-XSBAT,Male,0,No,No,1,Month-to-month,DSL,Electronic check,49.75,49.75,No,0.509,Yes,High,303.87,Send retention offer — add TechSupport bundle
3096-GKWEB,Male,0,Yes,No,18,Month-to-month,Fiber optic,Electronic check,94.75,1691.9,No,0.8854,Yes,Critical,1006.7,Immediate call — offer 2-year contract discount
2371-JQHZZ,Male,0,Yes,No,24,Month-to-month,Fiber optic,Electronic check,93.0,2248.05,No,0.8626,Yes,Critical,962.66,Immediate call — offer 2-year contract discount
0674-GCDXG,Male,0,No,No,63,Two year,DSL,Bank transfer (automatic),71.9,4479.2,No,0.0386,No,Low,33.3,Standard engagement — quarterly check-in
1121-QSIVB,Female,0,No,Yes,44,One year,DSL,Mailed check,77.55,3471.1,No,0.33,No,Medium,307.1,Loyalty email — highlight service value
4396-KLSEH,Male,0,No,No,4,Month-to-month,No,Electronic check,19.85,63.0,No,0.4479,No,Medium,106.69,Loyalty email — highlight service value
3244-DCJWY,Female,0,No,No,1,Month-to-month,Fiber optic,Electronic check,70.25,70.25,Yes,0.8415,Yes,Critical,709.38,Immediate call — offer 2-year contract discount
2824-MYYBN,Female,0,Yes,Yes,37,Month-to-month,Fiber optic,Electronic check,95.25,3314.15,No,0.7746,Yes,Critical,885.37,Immediate call — offer 2-year contract discount
0875-CABNR,Female,1,No,No,10,Month-to-month,Fiber optic,Credit card (automatic),84.6,865.55,Yes,0.8456,Yes,Critical,858.45,Immediate call — offer 2-year contract discount
6345-HOVES,Male,0,No,No,34,Month-to-month,DSL,Bank transfer (automatic),25.05,852.7,No,0.4756,No,Medium,142.97,Loyalty email — highlight service value
8318-LCNBW,Male,0,Yes,No,35,One year,DSL,Credit card (automatic),53.15,1930.9,No,0.2734,No,Medium,174.37,Loyalty email — highlight service value
6469-QJKZW,Female,0,Yes,No,4,Month-to-month,No,Electronic check,20.15,91.4,No,0.365,No,Medium,88.26,Loyalty email — highlight service value
0147-ESWWR,Female,1,Yes,No,39,Month-to-month,Fiber optic,Electronic check,101.25,3949.15,No,0.7884,Yes,Critical,957.91,Immediate call — offer 2-year contract discount
1217-VASWC,Male,1,Yes,No,43,One year,Fiber optic,Bank transfer (automatic),100.55,4304.0,No,0.5494,Yes,High,662.91,Send retention offer — add TechSupport bundle
7812-FZHPE,Female,0,Yes,Yes,17,Month-to-month,No,Mailed check,24.1,409.9,Yes,0.2676,No,Medium,77.39,Loyalty email — highlight service value
6370-ZVHDV,Female,0,Yes,No,61,Two year,No,Bank transfer (automatic),25.3,1554.9,No,0.014,No,Low,4.25,Standard engagement — quarterly check-in
5915-DGNVC,Female,0,Yes,No,49,One year,DSL,Electronic check,71.8,3472.05,No,0.1199,No,Low,103.31,Standard engagement — quarterly check-in
6260-XLACS,Male,0,No,No,4,One year,No,Mailed check,19.7,117.8,No,0.2233,No,Low,52.79,Standard engagement — quarterly check-in
3566-CAAYU,Female,0,Yes,Yes,64,Two year,DSL,Electronic check,49.85,3210.35,No,0.0353,No,Low,21.12,Standard engagement — quarterly check-in
4983-CCWMC,Male,0,No,No,3,Month-to-month,Fiber optic,Mailed check,69.6,207.4,No,0.8455,Yes,Critical,706.16,Immediate call — offer 2-year contract discount
9103-CXVOK,Male,0,Yes,Yes,1,Month-to-month,No,Electronic check,19.75,19.75,No,0.3408,No,Medium,80.77,Loyalty email — highlight service value
2896-TBNBE,Male,0,Yes,No,40,One year,Fiber optic,Electronic check,80.8,3132.75,No,0.3161,No,Medium,306.49,Loyalty email — highlight service value
4797-AXPXK,Female,0,No,Yes,1,Month-to-month,DSL,Electronic check,60.0,60.0,Yes,0.396,No,Medium,285.12,Loyalty email — highlight service value
5229-PRWKT,Male,0,No,No,8,Month-to-month,Fiber optic,Electronic check,86.55,649.65,Yes,0.8861,Yes,Critical,920.3,Immediate call — offer 2-year contract discount
6982-UQZLY,Female,1,Yes,No,1,Month-to-month,No,Mailed check,20.85,20.85,Yes,0.5498,Yes,High,137.56,Send retention offer — add TechSupport bundle
